,exchange,shortName,industryID,industryIDv2,industry,industryEn,establishedYear,noEmployees,noShareholders,foreignPercent,website,stockRating,deltaInWeek,deltaInMonth,deltaInYear,outstandingShare,issueShare,companyType,ticker,status,code,message,traceId
422,UPCOM,Tài chính giáo dục,336.0,8633,Bất động sản,Real Estate,2007,33,678.0,0.002,http://www.efi.vn,3.8,0.057,0.024,0.076,10.9,10.9,CT,EFI,,,,
423,HOSE,Eximbank,289.0,8355,Ngân hàng,Banks,1992,6136,0.0,0.079,http://www.eximbank.com.vn,3.7,-0.073,-0.106,-0.06,1475.3,1235.5,NH,EIB,,,,
424,HNX,Phát triển GD Hà Nội,256.0,5557,Truyền thông,Media,2007,135,1457.0,0.221,http://www.heid.vn,4.3,0.082,0.163,0.273,15.0,15.0,CT,EID,,,,
425,HOSE,ELCOM,314.0,9578,Công nghệ Thông tin,Technology,2003,223,208.0,0.041,http://www.elcom.com.vn,3.6,0.045,0.064,-0.061,58.8,58.8,CT,ELC,,,,
426,HOSE,Cơ điện Thủ Đức,187.0,2737,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,1976,128,723.0,0.002,http://www.codientd.com,3.2,0.015,-0.087,-0.172,15.3,15.3,CT,EMC,,,,
427,UPCOM,Điện Cơ,187.0,2737,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,1999,75,204.0,0.031,http://www.emec.vn,3.6,0.013,-0.443,-0.409,3.8,3.8,CT,EME,,,,
428,UPCOM,Thiết bị phụ tùng cơ điện,187.0,2737,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2005,50,136.0,0.0,http://www.emesco.com.vn,3.5,0.013,0.064,1.798,3.0,3.0,CT,EMG,,,,
429,UPCOM,Chuyển phát nhanh Bưu điện,190.0,2771,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2015,1861,879.0,0.021,http://www.ems.com.vn,3.9,-0.073,0.048,-0.111,21.0,21.0,CT,EMS,,,,
430,UPCOM,Cà Phê Ea Pốk,216.0,3537,Thực phẩm và đồ uống,Food & Beverage,1993,634,0.0,0.0,http://www.eapokcafe.com,3.3,-0.258,-0.315,0.523,9.4,9.4,CT,EPC,,,,
431,HOSE,Quỹ ETF SSIAM VNFIN LEAD,302.0,8985,Dịch vụ tài chính,Financial Services,2019,0,0.0,0.969,http://www.ssi.eom.vn/ssiam/san-pham-va-dich-vu-ssiam,5.0,-0.022,-0.021,-0.048,248.9,248.9,QU,FUESSVFL,,,,
432,HOSE,Everpia,226.0,3763,Hàng cá nhân & Gia dụng,Personal & Household Goods,2007,1360,52.0,0.712,http://www.everpia.vn,4.0,0.02,0.012,0.17,42.0,42.0,CT,EVE,,,,
433,HOSE,Tập đoàn Everland,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2009,20,1398.0,0.002,http://www.everland.vn,3.6,-0.035,-0.059,-0.468,215.2,215.2,CT,EVG,,,,
434,HOSE,Tài chính Điện lực,298.0,8773,Dịch vụ tài chính,Financial Services,2008,487,57405.0,0.001,http://www.evnfc.vn,3.6,-0.003,-0.002,-0.189,351.1,351.1,NH,EVF,,,,
435,UPCOM,EVN Quốc Tế,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2008,30,1764.0,0.0,http://www.evni.vn,4.1,0.038,0.022,0.189,36.7,36.7,CT,EIC,,,,
436,HOSE,BĐS Điện lực Miền Trung,336.0,8633,Bất động sản,Real Estate,2007,123,26286.0,0.0,http://www.lec.com.vn,3.4,0.013,0.021,-0.254,26.1,26.1,CT,LEC,,,,
437,UPCOM,Phát hành sách TP HCM - FAHASA,256.0,5557,Truyền thông,Media,1976,2200,525.0,0.0,http://www.fahasasg.com.vn,3.8,0.306,0.087,0.413,12.8,12.8,CT,FHS,,,,
438,UPCOM,Xây dựng FLC FAROS,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2011,776,16963.0,0.019,http://www.flcfaros.vn/Default.aspx,3.6,,,,567.6,567.6,CT,ROS,,,,
439,UPCOM,Tập đoàn Quốc tế FBA,221.0,3726,Hàng cá nhân & Gia dụng,Personal & Household Goods,2003,31,0.0,0.01,http://www.uslight.vn,3.7,0.013,0.064,0.302,3.4,3.4,CT,FBA,,,,
440,HOSE,Khoáng sản FECON,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2007,423,3204.0,0.029,http://www.feconmining.com.vn,3.9,-0.039,0.009,-0.263,45.1,45.1,CT,FCM,,,,
441,HOSE,FECON CORP,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2004,1392,23990.0,0.329,http://www.fecon.com.vn,3.2,-0.026,-0.04,-0.239,157.4,157.4,CT,FCN,,,,
442,HOSE,FIDECO,336.0,8633,Bất động sản,Real Estate,1993,174,0.0,0.0,http://www.fidecovn.com,3.6,0.004,0.068,0.324,38.6,38.6,CT,FDC,,,,
443,UPCOM,VLXD số 1,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2010,67,163.0,0.0,http://www.fico.com.vn,3.3,0.013,0.197,-0.038,127.0,127.0,CT,FIC,,,,
444,HNX,Đầu tư và PT doanh nghiệp VN,339.0,8637,Bất động sản,Real Estate,2010,6,3953.0,0.0,http://www.vndi.vn,3.5,-0.098,-0.175,-0.466,24.7,24.7,CT,FID,,,,
445,HOSE,Địa ốc First Real,336.0,8633,Bất động sản,Real Estate,2014,36,415.0,0.01,https://fir.vn/,3.9,-0.019,0.079,0.737,53.5,44.6,CT,FIR,,,,
446,UPCOM,Đóng tàu thủy sản VN,188.0,2753,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2006,68,179.0,0.0,http://www.dongtauthuysan.vn,3.6,0.013,0.064,0.258,5.6,5.6,CT,FSO,,,,
447,HOSE,Tập đoàn F.I.T,299.0,8775,Dịch vụ tài chính,Financial Services,2007,2122,8731.0,0.0,http://www.fitgroup.com.vn,3.5,0.001,0.04,-0.386,339.9,339.9,CT,FIT,,,,
448,UPCOM,Tập đoàn FLC,336.0,8633,Bất động sản,Real Estate,2008,10000,32571.0,0.022,http://www.flc.vn,3.7,,,,710.0,710.0,CT,FLC,,,,
449,HNX,Chứng khoán BOS,300.0,8777,Dịch vụ tài chính,Financial Services,2008,28,14425.0,0.007,http://www.artexsc.com.vn,3.9,0.013,0.064,-0.576,96.9,96.9,CK,ART,,,,
450,HOSE,Thực phẩm Sao Ta,217.0,3573,Thực phẩm và đồ uống,Food & Beverage,2003,4647,2767.0,0.314,http://www.fimexvn.com,4.0,0.008,0.025,-0.082,65.4,65.4,CT,FMC,,,,
451,UPCOM,FPT Online,255.0,5555,Truyền thông,Media,2007,321,110.0,0.042,http://www.fptonline.net,4.0,0.008,0.05,0.154,18.4,18.5,CT,FOC,,,,
452,UPCOM,Cơ khí Phổ Yên,189.0,2757,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2004,1011,222.0,0.0,http://www.fomeco.vn,3.8,0.013,0.064,0.725,3.7,3.7,CT,FBC,,,,
453,UPCOM,Lương thực TP Hồ Chí Minh,218.0,3577,Thực phẩm và đồ uống,Food & Beverage,2008,196,446.0,0.0,http://www.foodcosa.vn,3.1,0.013,0.064,0.385,29.5,29.5,CT,FCS,,,,
454,UPCOM,Lâm nghiệp Sài Gòn,155.0,1733,Tài nguyên Cơ bản,Basic Resources,2010,47,394.0,0.0,http://www.forimex.vn,3.2,0.013,0.064,0.039,11.7,11.7,CT,FRM,,,,
455,HNX,Dược Phẩm TW3,238.0,4577,Y tế,Health Care,2003,303,306.0,0.01,http://www.duocphamtw3.com,4.3,0.024,0.105,0.244,8.6,8.6,CT,DP3,,,,
456,UPCOM,Phát triển Đức Quân,226.0,3763,Hàng cá nhân & Gia dụng,Personal & Household Goods,2006,279,6098.0,0.003,http://www.fortex.com.vn,3.4,-0.049,-0.054,-0.413,50.0,50.0,CT,FTM,,,,
457,HOSE,FPT Corp,310.0,9537,Công nghệ Thông tin,Technology,2002,37882,48598.0,0.49,https://www.fpt.com.vn,3.6,-0.003,0.028,0.359,1097.0,1097.0,CT,FPT,,,,
458,HOSE,Bán lẻ FPT,253.0,5379,Bán lẻ,Retail,2012,10078,8981.0,0.286,http://frt.vn,3.1,-0.034,0.035,0.184,118.5,118.5,CT,FRT,,,,
459,HOSE,Chứng khoán FPT,300.0,8777,Dịch vụ tài chính,Financial Services,2007,453,2199.0,0.25,http://www.fpts.com.vn,4.0,0.016,-0.08,-0.275,195.1,195.1,CK,FTS,,,,
460,UPCOM,Lâm đặc sản xuất khẩu Quảng Nam,155.0,1733,Tài nguyên Cơ bản,Basic Resources,2015,579,246.0,0.0,http://www.forexco.com.vn,3.7,-0.073,0.075,0.033,3.0,3.0,CT,FRC,,,,
461,UPCOM,Phụ tùng máy số 1,189.0,2757,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2008,1100,942.0,0.004,http://www.futu1.com.vn,3.6,0.093,0.171,0.519,7.1,7.1,CT,FT1,,,,
462,UPCOM,FPT Telecom,267.0,6535,Viễn thông,Telecommunications,2005,9412,564.0,0.0,http://www.fpt.vn,4.0,-0.009,0.046,0.134,328.3,328.3,CT,FOX,,,,
463,UPCOM,Công nghiệp - Thương mại Hữu Nghị,212.0,3355,Ô tô và phụ tùng,Automobiles & Parts,2005,19,104.0,0.0,http://www.ftic.vn,3.4,0.013,0.064,0.359,3.9,3.9,CT,FTI,,,,
464,HOSE,Quỹ ETF MAFM VN30,302.0,8985,Dịch vụ tài chính,Financial Services,2020,0,0.0,0.827,http://www.fundmanagement-miraeasset.com.vn,5.0,-0.009,-0.016,-0.018,28.1,28.1,QU,FUEMAV30,,,,
465,HOSE,Quỹ ETF SSIAM VN30,302.0,8985,Dịch vụ tài chính,Financial Services,2020,0,0.0,0.402,http://www.ssi.com.vn/ssiam/thong-tin-chung-ssiam-vn30,5.0,-0.022,-0.02,-0.044,5.4,5.4,QU,FUESSV30,,,,
466,HOSE,Quỹ ETF DCVFMVN DIAMOND,302.0,8985,Dịch vụ tài chính,Financial Services,2020,0,0.0,0.963,https://dragoncapital.com.vn,5.0,-0.032,-0.023,0.051,838.8,838.8,QU,FUEVFVND,,,,
467,HOSE,Quỹ ETF VINACAPITAL VN100,302.0,8985,Dịch vụ tài chính,Financial Services,2019,0,0.0,0.205,http://www.vinacapital.com,5.0,-0.011,-0.031,-0.041,18.5,18.5,QU,FUEVN100,,,,
468,UPCOM,Đầu tư Dệt may Vĩnh Phúc,226.0,3763,Hàng cá nhân & Gia dụng,Personal & Household Goods,2010,250,110.0,0.001,http://www.ghome.vn,3.6,0.156,-0.048,-0.277,14.4,14.4,CT,G20,,,,
469,HOSE,Đầu tư Khai khoáng và Quản lý Tài sản FLC,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2016,45,305.0,0.003,https://flcgab.vn,3.4,0.013,0.064,0.307,14.9,14.9,CT,GAB,,,,
470,UPCOM,May10,226.0,3763,Hàng cá nhân & Gia dụng,Personal & Household Goods,2004,6935,1223.0,0.0,http://www.garco10.com.vn,3.8,0.002,0.012,0.096,30.2,30.2,CT,M10,,,,
471,HOSE,PV Gas,275.0,7573,"Điện, nước & xăng dầu khí đốt",Utilities,1990,3800,10295.0,0.03,http://www.pvgas.com.vn,4.1,-0.005,0.052,0.217,1914.0,1914.0,CT,GAS,,,,
472,UPCOM,Ngân hàng Bản Việt,289.0,8355,Ngân hàng,Banks,1992,1487,15941.0,0.001,http://www.vietcapitalbank.com.vn,3.4,0.004,0.082,-0.171,367.1,367.1,NH,BVB,,,,
473,HOSE,Gỗ Đức Thành,221.0,3726,Hàng cá nhân & Gia dụng,Personal & Household Goods,2000,1223,2148.0,0.242,http://www.goducthanh.com,3.8,0.074,0.137,0.027,21.3,21.7,CT,GDT,,,,
474,HNX,Cấp nước Gia Định,277.0,7577,"Điện, nước & xăng dầu khí đốt",Utilities,1991,322,297.0,0.056,http://www.capnuocgiadinh.vn,3.9,0.204,-0.107,0.03,9.5,9.5,CT,GDW,,,,
475,HOSE,Tập đoàn Gelex,187.0,2737,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2012,10665,3914.0,0.109,https://gelex.vn,3.8,-0.047,-0.134,-0.406,851.5,851.5,CT,GEX,,,,
476,UPCOM,Thiết bị điện GELEX,187.0,2737,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2016,470,105.0,0.0,https://gelex-electric.com,3.5,0.045,0.019,,300.0,300.0,CT,GEE,,,,
477,HOSE,Tổng Công ty Phát điện 3,274.0,7535,"Điện, nước & xăng dầu khí đốt",Utilities,2012,2478,2009.0,0.0,http://www.genco3.com,3.8,-0.013,0.048,-0.16,1123.5,1123.5,CT,PGV,,,,
478,UPCOM,Thể thao Ngôi sao Geru,150.0,1353,Hóa chất,Chemicals,2006,130,101.0,0.0,http://www.gerusport.com.vn,3.6,0.028,-0.111,0.052,2.2,2.2,CT,GER,,,,
479,UPCOM,Ôtô Giải Phóng,211.0,3353,Ô tô và phụ tùng,Automobiles & Parts,2001,37,0.0,0.021,http://www.giaiphong.com.vn,3.4,-0.117,-0.033,0.156,29.4,29.4,CT,GGG,,,,
480,UPCOM,Thủy điện Gia Lai,274.0,7535,"Điện, nước & xăng dầu khí đốt",Utilities,2002,75,3994.0,0.004,https://ghc.vn,4.1,0.013,0.071,0.302,47.7,47.7,CT,GHC,,,,
481,UPCOM,Cà Phê Gia Lai,216.0,3537,Thực phẩm và đồ uống,Food & Beverage,1996,31,175.0,0.0,http://www.gialaicoffee.com.vn,3.4,0.013,0.064,0.302,14.7,14.7,CT,FGL,,,,
482,UPCOM,Cấp thoát nước Gia Lai,277.0,7577,"Điện, nước & xăng dầu khí đốt",Utilities,2010,115,134.0,0.0,http://www.capnuocgialai.com,3.5,0.013,0.064,1.275,18.0,18.0,CT,GLW,,,,
483,HOSE,XNK Bình Thạnh,226.0,3763,Hàng cá nhân & Gia dụng,Personal & Household Goods,2000,1992,0.0,0.026,http://www.gilimex.com,4.1,0.008,0.008,-0.424,70.0,69.0,CT,GIL,,,,
484,UPCOM,Vàng Lào Cai,167.0,1777,Tài nguyên Cơ bản,Basic Resources,2007,43,106.0,0.0,http://www.vanglaocai.com.vn,3.3,0.013,0.064,0.302,10.5,10.5,CT,GLC,,,,
485,HOSE,Điện Gia Lai,274.0,7535,"Điện, nước & xăng dầu khí đốt",Utilities,2010,665,1956.0,0.464,http://www.geccom.vn,3.6,-0.001,-0.064,-0.129,321.9,321.9,CT,GEG,,,,
486,HNX,KT Điện Toàn Cầu,223.0,3743,Hàng cá nhân & Gia dụng,Personal & Household Goods,1996,81,239.0,0.038,http://www.toancau.vn,3.9,-0.063,-0.104,0.116,8.1,9.2,CT,GLT,,,,
487,HNX,Enteco Việt Nam,189.0,2757,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2011,21,127.0,0.0,http://enteco.vn/vi/,3.1,0.013,0.064,0.175,20.0,20.0,CT,GMA,,,,
488,HOSE,Garmex Sài Gòn,226.0,3763,Hàng cá nhân & Gia dụng,Personal & Household Goods,2003,4118,0.0,0.081,http://www.garmex.vn,3.7,-0.021,-0.047,-0.259,33.0,33.0,CT,GMC,,,,
489,HOSE,Gemadept,193.0,2777,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,1993,1481,18032.0,0.489,http://www.gemadept.com.vn,3.6,-0.043,0.016,0.343,301.4,301.4,CT,GMD,,,,
490,HNX,Gạch ngói Mỹ Xuân,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2003,365,809.0,0.066,http://www.myxuan-vt.com.vn,4.5,-0.001,0.023,0.539,9.0,9.0,CT,GMX,,,,
491,HNX,ĐT Dịch vụ và PT Xanh,193.0,2777,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2017,150,0.0,0.052,https://greenicd.com.vn/,3.9,0.061,0.137,-0.072,12.1,12.1,CT,GIC,,,,
492,UPCOM,Thủy điện Hương Sơn,274.0,7535,"Điện, nước & xăng dầu khí đốt",Utilities,2003,66,0.0,0.0,http://www.thuydienhuongson.vn,4.0,0.013,-0.022,0.288,28.6,28.6,CT,GSM,,,,
493,HOSE,Gas Shipping,191.0,2773,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2007,218,350.0,0.007,http://www.gasshipping.com.vn,3.8,0.108,0.154,0.076,55.8,55.8,CT,GSP,,,,
494,UPCOM,XD công trình giao thông 236,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2006,195,150.0,0.0,http://www.jsc236.vn,3.5,,,,1.1,1.1,CT,C36,,,,
495,HOSE,Gỗ Thuận An,155.0,1733,Tài nguyên Cơ bản,Basic Resources,2001,762,1546.0,0.006,http://gothuanan.vn/,3.4,0.013,0.068,0.032,9.8,10.4,CT,GTA,,,,
496,UPCOM,Đảm bảo GTĐT Hải Phòng,193.0,2777,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2010,320,250.0,0.0,http://www.gtdthp.com.vn,3.2,0.412,0.462,3.604,3.6,3.6,CT,DDH,,,,
497,UPCOM,XD-GT Thừa Thiên Huế,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2006,139,0.0,0.02,https://xdgt-tth.com.vn/,3.4,-0.124,-0.056,-0.141,2.7,2.7,CT,GTH,,,,
498,UPCOM,Thuận Thảo Group,260.0,5755,Du lịch và Giải trí,Travel & Leisure,1985,232,1849.0,0.001,http://www.thuanthao.com.vn,3.6,0.013,-0.079,-0.345,43.5,43.5,CT,GTT,,,,
499,UPCOM,Xây dựng HUD101,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2007,38,183.0,0.002,http://www.hud101.vn,3.1,0.117,0.356,0.081,1.1,1.1,CT,H11,,,,
500,HNX,Pin Hà Nội,186.0,2733,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2004,289,320.0,0.49,http://www.habaco.com.vn,4.3,0.013,0.064,0.214,7.3,7.3,CT,PHN,,,,
501,UPCOM,Xây dựng số 1 Hà Nội,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2013,240,208.0,0.0,http://hacc1.com.vn,3.5,0.013,0.064,0.149,8.0,8.0,CT,HC1,,,,
502,UPCOM,Dệt may 29/3,226.0,3763,Hàng cá nhân & Gia dụng,Personal & Household Goods,2007,3701,381.0,0.0,http://www.hachiba.com.vn,3.2,0.013,0.064,0.499,5.2,5.2,CT,HCB,,,,
503,UPCOM,Xây dựng số 3 Hải Phòng,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2002,162,333.0,0.003,http://www.haco3.com.vn,3.6,0.026,-0.008,0.252,20.7,20.7,CT,HC3,,,,
504,HNX,Bia Hà Nội - Hải Dương,214.0,3533,Thực phẩm và đồ uống,Food & Beverage,2003,196,688.0,0.093,http://www.habecohd.com.vn,4.1,0.013,0.096,0.271,4.0,4.0,CT,HAD,,,,
505,UPCOM,Dược Hà Tĩnh,238.0,4577,Y tế,Health Care,2004,611,670.0,0.002,http://hadiphar.vn/,3.3,-0.055,0.064,0.347,9.9,9.9,CT,HDP,,,,
506,HOSE,Hoàng Anh Gia Lai,217.0,3573,Thực phẩm và đồ uống,Food & Beverage,2006,1565,54114.0,0.024,http://www.hagl.com.vn,3.6,-0.006,-0.128,0.053,927.4,927.5,CT,HAG,,,,
507,HOSE,Vận tải và Xếp dỡ Hải An,193.0,2777,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2009,470,7839.0,0.108,http://www.haiants.vn,4.7,-0.06,-0.06,-0.114,70.3,70.3,CT,HAH,,,,
508,HOSE,Nông Dược HAI,151.0,1357,Hóa chất,Chemicals,2005,187,8365.0,0.012,http://www.congtyhai.com,3.4,0.013,0.064,-0.437,182.7,182.7,CT,HAI,,,,
509,HOSE,Đầu tư Hải Phát,336.0,8633,Bất động sản,Real Estate,2003,100,1727.0,0.003,http://www.haiphat.com.vn,3.5,-0.039,-0.145,-0.564,304.2,304.2,CT,HPX,,,,
510,HOSE,Halcom Vietnam,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2007,120,5848.0,0.005,http://www.halcom.vn,3.6,-0.01,-0.057,-0.393,76.8,76.8,CT,HID,,,,
511,UPCOM,Cồn Rượu và Nước Giải Khát Hà Nội,215.0,3535,Thực phẩm và đồ uống,Food & Beverage,2006,201,114.0,0.456,http://halico.com.vn/,3.6,0.013,0.064,0.302,20.0,20.0,CT,HNR,,,,
512,UPCOM,Bia và NGK Hạ Long,214.0,3533,Thực phẩm và đồ uống,Food & Beverage,2003,499,167.0,0.307,https://www.biahalong.com,3.5,-0.007,0.107,0.316,3.1,3.1,CT,HLB,,,,
513,UPCOM,Dệt may Hoàng Thị Loan,226.0,3763,Hàng cá nhân & Gia dụng,Personal & Household Goods,2013,893,650.0,0.0,http://www.halotexco.com.vn,3.7,0.013,0.064,0.329,5.5,5.5,CT,HLT,,,,
514,UPCOM,Vật tư Hậu Giang,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2003,707,221.0,0.0,http://www.hamaco.com.vn,3.3,0.092,0.121,0.363,9.6,9.3,CT,HAM,,,,
515,HOSE,Đầu tư Hạ tầng Giao thông Đèo Cả,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2010,987,366.0,0.04,https://hhv.com.vn,3.4,-0.009,0.023,-0.105,307.8,307.8,CT,HHV,,,,
516,UPCOM,Chứng khoán SmartInvest,300.0,8777,Dịch vụ tài chính,Financial Services,2006,43,5447.0,0.012,http://www.sisi.com.vn,4.0,-0.044,-0.059,-0.373,80.0,80.0,CK,AAS,,,,
517,UPCOM,Bia Hà Nội - Nam Định,214.0,3533,Thực phẩm và đồ uống,Food & Beverage,1999,105,157.0,0.002,http://www.biahanoinamdinh.com,3.9,0.013,0.011,0.084,2.0,2.0,CT,BBM,,,,
518,UPCOM,Xây dựng Hà Nội,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,1996,724,463.0,0.0,http://www.hancorp.com.vn,3.3,0.462,0.319,0.164,141.0,141.0,CT,HAN,,,,
519,UPCOM,Phát triển nhà số 6 Hà Nội,336.0,8633,Bất động sản,Real Estate,2005,151,1072.0,0.0,http://www.handico6.com.vn,4.2,-0.057,-0.007,-0.36,14.4,14.4,CT,HD6,,,,
520,UPCOM,Hanel Xốp Nhựa,150.0,1353,Hóa chất,Chemicals,1994,380,293.0,0.027,https://hanelplastics.com.vn/,3.3,0.013,0.064,0.265,5.0,5.0,CT,HNP,,,,
521,UPCOM,HANOSIMEX,226.0,3763,Hàng cá nhân & Gia dụng,Personal & Household Goods,2008,3067,216.0,0.0,http://www.hanosimex.com.vn,3.4,-0.042,0.049,-0.35,20.5,20.5,CT,HSM,,,,
522,HOSE,Tập đoàn Hapaco,156.0,1737,Tài nguyên Cơ bản,Basic Resources,1999,620,8771.0,0.027,http://www.hapaco.vn,3.8,-0.035,-0.083,-0.36,110.9,111.1,CT,HAP,,,,
523,UPCOM,Thương mại Hà Nội - Hapro,250.0,5373,Bán lẻ,Retail,2004,536,0.0,0.0,http://www.haprogroup.vn,3.8,-0.136,0.017,0.096,220.0,220.0,CT,HTM,,,,
524,HOSE,BĐS An Dương Thảo Điền,336.0,8633,Bất động sản,Real Estate,2007,74,9423.0,0.001,http://www.adtdgroup.com,3.8,-0.018,-0.032,-0.321,95.7,101.4,CT,HAR,,,,
525,HOSE,Hacisco,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2001,89,1529.0,0.167,https://has.vn/,3.7,0.046,0.029,-0.141,7.8,8.0,CT,HAS,,,,
526,UPCOM,Dịch vụ Giải trí Hà Nội,260.0,5755,Du lịch và Giải trí,Travel & Leisure,1999,259,409.0,0.0,http://www.congvienhotay.vn,3.5,0.013,-0.212,0.422,9.3,9.3,CT,HES,,,,
527,HNX,TM Bia Hà Nội,214.0,3533,Thực phẩm và đồ uống,Food & Beverage,2006,124,0.0,0.052,http://www.biahoihanoi.com.vn,3.8,-0.017,0.128,0.402,3.1,3.1,CT,HAT,,,,
528,UPCOM,Công trình giao thông Hà Nội,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2005,440,525.0,0.0,http://giaothonghanoi.com.vn,3.3,0.013,-0.188,0.497,11.5,11.5,CT,GH3,,,,
529,UPCOM,Rượu Hapro,215.0,3535,Thực phẩm và đồ uống,Food & Beverage,2007,13,232.0,0.0,http://www.haprovodka.vn,3.6,0.263,0.064,-0.095,3.3,3.3,CT,HAV,,,,
530,UPCOM,Công trình đô thị Hậu Giang,277.0,7577,"Điện, nước & xăng dầu khí đốt",Utilities,2004,595,219.0,0.0,http://www.capnuochaugiang.vn,3.6,0.013,0.098,0.159,24.9,24.9,CT,HGW,,,,
531,UPCOM,Cấp nước Hà Tĩnh,277.0,7577,"Điện, nước & xăng dầu khí đốt",Utilities,2010,462,368.0,0.0,http://capnuochatinh.vn,3.8,0.013,0.064,0.302,20.4,20.4,CT,HTW,,,,
532,HOSE,Ô tô Hàng Xanh,211.0,3353,Ô tô và phụ tùng,Automobiles & Parts,2000,718,2696.0,0.163,http://www.haxaco.com.vn,4.1,-0.038,-0.086,-0.206,71.9,56.9,CT,HAX,,,,
533,HOSE,Tập đoàn Xây dựng Hòa Bình,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2000,5040,19799.0,0.156,https://hbcg.vn,3.6,-0.021,-0.127,-0.359,274.1,274.1,CT,HBC,,,,
534,UPCOM,Bao bì PP Bình Dương,184.0,2723,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2002,10,262.0,0.015,http://www.haipacbd.com,3.9,-0.016,0.094,0.371,1.9,2.0,CT,HBD,,,,
535,UPCOM,HABECO Hải Phòng,214.0,3533,Thực phẩm và đồ uống,Food & Beverage,2007,77,187.0,0.02,https://habecohaiphong.com.vn/,4.1,0.013,0.064,0.145,16.0,16.0,CT,HBH,,,,
536,HNX,Chứng khoán Hòa Bình,300.0,8777,Dịch vụ tài chính,Financial Services,2008,39,0.0,0.001,http://www.hbse.com.vn,4.0,-0.023,0.045,-0.291,33.0,33.0,CK,HBS,,,,
537,HNX,Bê tông Hòa Cầm,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2001,181,520.0,0.213,http://www.betonghoacam.com.vn,4.0,-0.017,0.015,0.144,6.5,6.5,CT,HCC,,,,
538,UPCOM,Đầu tư XD Dân dụng Hà Nội,336.0,8633,Bất động sản,Real Estate,2013,202,165.0,0.0,http://www.hcci.com.vn,3.9,0.013,0.257,4.025,24.6,24.6,CT,XDH,,,,
539,HOSE,SX và Thương mại HCD,150.0,1353,Hóa chất,Chemicals,2011,21,1050.0,0.001,http://www.hcdgroup.com.vn,3.8,-0.007,0.079,-0.154,31.6,31.6,CT,HCD,,,,
540,UPCOM,Đầu tư - XD Hà Nội,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2006,48,0.0,0.0,http://www.hancic.com.vn,3.4,0.013,0.064,-0.098,5.2,5.2,CT,HCI,,,,
541,HOSE,Chứng khoán TP.HCM,300.0,8777,Dịch vụ tài chính,Financial Services,2003,637,29835.0,0.472,http://www.hsc.com.vn,3.7,0.005,0.016,-0.047,457.2,458.1,CK,HCM,,,,
542,UPCOM,Kinh doanh điện lực TP HCM,274.0,7535,"Điện, nước & xăng dầu khí đốt",Utilities,2007,61,7204.0,0.0,https://tradincorp.vn,3.6,0.039,0.039,-0.192,21.6,23.6,CT,HTE,,,,
543,HNX,Thương mại - Dịch vụ - Vận tải Xi măng Hải Phòng ,194.0,2779,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2003,80,0.0,0.004,https://vtxmhp.com/,3.6,0.013,0.064,0.601,2.0,2.0,CT,HCT,,,,
